dataset,init,kmeans,award
rc_ch200_s2945_[kovaleva_1000x15_c12_m60_a0.5_s4252].pts,1372.6236712932587,552.6420788764954,0.09920978546142573
rc_ch200_s2945_[kovaleva_1000x15_c12_m60_a0.5_s4400].pts,1117.4943647384646,570.8931784629822,0.03689837455749512
rc_ch200_s2945_[kovaleva_1000x15_c12_m60_a0.5_s5388].pts,1162.6224901676178,789.3965270519255,0.03747916221618652
rc_ch200_s2945_[kovaleva_1000x15_c12_m60_a0.5_s5486].pts,1199.698089838028,1131.6655924320225,0.11259269714355465
rc_ch200_s2945_[kovaleva_1000x15_c12_m60_a0.5_s6472].pts,1090.7042264938354,704.2844066619873,0.03659653663635254
rc_ch200_s2945_[kovaleva_1000x15_c12_m60_a0.5_s6635].pts,1064.5715193748474,965.3729510307314,0.1769709587097168
rc_ch200_s2945_[kovaleva_1000x15_c12_m60_a0.5_s8285].pts,1198.3033518791199,649.4138789176941,0.033426761627197266
rc_ch200_s2945_[kovaleva_1000x15_c19_m35_a0.5_s2095].pts,1450.9584352970123,978.2535271644592,0.040142059326171875
rc_ch200_s2945_[kovaleva_1000x15_c19_m35_a0.5_s2895].pts,1489.9865372180939,1334.000813484192,0.03691673278808594
rc_ch200_s2945_[kovaleva_1000x15_c19_m35_a0.5_s3725].pts,1600.2069642543793,1031.6294841766357,0.04302024841308594
rc_ch200_s2945_[kovaleva_1000x15_c19_m35_a0.5_s4252].pts,1710.6314878463745,1008.6274166107178,0.03449702262878418
rc_ch200_s2945_[kovaleva_1000x15_c19_m35_a0.5_s4400].pts,1425.7262020111084,994.9364142417909,0.0458528995513916
rc_ch200_s2945_[kovaleva_1000x15_c19_m35_a0.5_s5388].pts,1534.0516731739042,1167.042842388153,0.03850984573364258
rc_ch200_s2945_[kovaleva_1000x15_c19_m35_a0.5_s5486].pts,1639.7069294452667,1079.3205285072322,0.04122185707092285
rc_ch200_s2945_[kovaleva_1000x15_c19_m35_a0.5_s6472].pts,1457.3178715705872,1257.0703625679016,0.043579816818237305
rc_ch200_s2945_[kovaleva_1000x15_c19_m35_a0.5_s6635].pts,1438.2297401428223,1052.501070022583,0.03844428062438965
rc_ch200_s2945_[kovaleva_1000x15_c19_m35_a0.5_s8285].pts,1583.6727180480957,1236.7956802845001,0.03847861289978027
rc_ch200_s2945_[kovaleva_1000x15_c7_m100_a0.5_s2095].pts,743.3833298683167,593.5343182086945,3.038659572601318
rc_ch200_s2945_[kovaleva_1000x15_c7_m100_a0.5_s2895].pts,818.8208558559419,454.12120246887207,1.3857548236846924
rc_ch200_s2945_[kovaleva_1000x15_c7_m100_a0.5_s3725].pts,678.3464193344116,306.34520626068115,0.25102996826171864
rc_ch200_s2945_[kovaleva_1000x15_c7_m100_a0.5_s4252].pts,794.6585764884949,498.2040421962738,4.601003885269165
rc_ch200_s2945_[kovaleva_1000x15_c7_m100_a0.5_s4400].pts,1088.689331293106,722.94862318039,2.823909759521484
rc_ch200_s2945_[kovaleva_1000x15_c7_m100_a0.5_s5388].pts,829.395512342453,655.8689408302307,3.9243519306182866
rc_ch200_s2945_[kovaleva_1000x15_c7_m100_a0.5_s5486].pts,815.7495529651642,329.7560992240906,0.4211821556091307
rc_ch200_s2945_[kovaleva_1000x15_c7_m100_a0.5_s6472].pts,794.0140469074249,352.3635880947113,1.1577956676483157
rc_ch200_s2945_[kovaleva_1000x15_c7_m100_a0.5_s6635].pts,753.1617279052734,293.856059551239,0.9345982074737549
rc_ch200_s2945_[kovaleva_1000x15_c7_m100_a0.5_s8285].pts,717.2782082557678,365.9044818878173,1.6047999858856206
rc_ch200_s3648_[kovaleva_1000x15_c12_m60_a0.5_s2095].pts,996.1724717617035,818.080644607544,0.030019044876098633
rc_ch200_s3648_[kovaleva_1000x15_c12_m60_a0.5_s2895].pts,1161.9388434886932,772.8055362701416,0.05403256416320801
rc_ch200_s3648_[kovaleva_1000x15_c12_m60_a0.5_s3725].pts,1198.5373301506042,879.0169243812561,0.03570127487182617
rc_ch200_s3648_[kovaleva_1000x15_c12_m60_a0.5_s4252].pts,1131.9105153083801,505.1060631275177,0.059647798538208015
rc_ch200_s3648_[kovaleva_1000x15_c12_m60_a0.5_s4400].pts,1065.7204232215881,603.0620474815369,0.1004040241241455
rc_ch200_s3648_[kovaleva_1000x15_c12_m60_a0.5_s5388].pts,1072.1840834617615,617.7680778503418,0.12970733642578122
rc_ch200_s3648_[kovaleva_1000x15_c12_m60_a0.5_s5486].pts,1207.5398683547971,745.8441123962402,0.036718130111694336
rc_ch200_s3648_[kovaleva_1000x15_c12_m60_a0.5_s6472].pts,1124.1087353229525,939.2308142185211,0.05516767501831059
rc_ch200_s3648_[kovaleva_1000x15_c12_m60_a0.5_s6635].pts,1106.700165271759,709.4883046150208,0.05268025398254392
rc_ch200_s3648_[kovaleva_1000x15_c12_m60_a0.5_s8285].pts,1091.7032792568207,725.938357114792,0.032792091369628906
rc_ch200_s3648_[kovaleva_1000x15_c19_m35_a0.5_s2095].pts,1650.2744901180267,1186.1791076660156,0.040450096130371094
rc_ch200_s3648_[kovaleva_1000x15_c19_m35_a0.5_s2895].pts,1787.2400720119476,1502.806182384491,0.036554574966430664
rc_ch200_s3648_[kovaleva_1000x15_c19_m35_a0.5_s3725].pts,1568.077134847641,1004.2256639003754,0.041841745376586914
rc_ch200_s3648_[kovaleva_1000x15_c19_m35_a0.5_s4252].pts,1292.9579365253448,1153.5554468631744,0.03735685348510742
rc_ch200_s3648_[kovaleva_1000x15_c19_m35_a0.5_s4400].pts,1341.7481257915497,813.8201110363007,0.038648128509521484
rc_ch200_s3648_[kovaleva_1000x15_c19_m35_a0.5_s5388].pts,1541.5619943141937,1082.2143096923828,0.04341769218444824
rc_ch200_s3648_[kovaleva_1000x15_c19_m35_a0.5_s5486].pts,1659.249495267868,1113.2808938026428,0.037549734115600586
rc_ch200_s3648_[kovaleva_1000x15_c19_m35_a0.5_s6472].pts,1433.9451665878296,1054.4065618515015,0.03762626647949219
rc_ch200_s3648_[kovaleva_1000x15_c19_m35_a0.5_s6635].pts,1422.530590057373,976.4446446895599,0.03743481636047363
rc_ch200_s3648_[kovaleva_1000x15_c19_m35_a0.5_s8285].pts,1646.3074963092804,1169.4951527118683,0.04084539413452148
rc_ch200_s3648_[kovaleva_1000x15_c7_m100_a0.5_s2095].pts,950.688184261322,410.38503575325007,2.227115392684936
rc_ch200_s3648_[kovaleva_1000x15_c7_m100_a0.5_s2895].pts,632.2904064655304,292.76668405532837,0.5524816513061527
rc_ch200_s3648_[kovaleva_1000x15_c7_m100_a0.5_s3725].pts,822.6841671466827,510.9672439098358,2.011281251907348
rc_ch200_s3648_[kovaleva_1000x15_c7_m100_a0.5_s4252].pts,915.7246282100677,457.5983033180236,5.557523012161255
rc_ch200_s3648_[kovaleva_1000x15_c7_m100_a0.5_s4400].pts,833.0599958896637,360.7991433143616,1.7026667594909666
rc_ch200_s3648_[kovaleva_1000x15_c7_m100_a0.5_s5388].pts,793.1251256465912,666.3937880992893,2.3369028568267822
rc_ch200_s3648_[kovaleva_1000x15_c7_m100_a0.5_s5486].pts,874.1158468723296,426.7444250583649,2.152997970581055
rc_ch200_s3648_[kovaleva_1000x15_c7_m100_a0.5_s6472].pts,759.2702081203461,333.1804852485657,0.7040793895721436
rc_ch200_s3648_[kovaleva_1000x15_c7_m100_a0.5_s6635].pts,730.9319007396698,588.5208072662354,1.4252188205718992
rc_ch200_s3648_[kovaleva_1000x15_c7_m100_a0.5_s8285].pts,659.7638380527496,398.0475072860718,1.7271995544433596
rc_ch200_s5417_[kovaleva_1000x15_c12_m60_a0.5_s2095].pts,1078.0989530086517,562.4287950992584,0.11372327804565428
rc_ch200_s5417_[kovaleva_1000x15_c12_m60_a0.5_s2895].pts,1068.8724262714386,609.9800345897675,0.03515172004699707
rc_ch200_s5417_[kovaleva_1000x15_c12_m60_a0.5_s3725].pts,1182.9089627265932,792.3842391967772,0.048104286193847615
rc_ch200_s5417_[kovaleva_1000x15_c12_m60_a0.5_s4252].pts,1036.8839237689972,579.8838963508606,0.03262782096862793
rc_ch200_s5417_[kovaleva_1000x15_c12_m60_a0.5_s4400].pts,1191.4225089550018,676.4479105472565,0.035857200622558594
rc_ch200_s5417_[kovaleva_1000x15_c12_m60_a0.5_s5388].pts,1116.9149014949799,776.2574858665466,0.11289858818054202
rc_ch200_s5417_[kovaleva_1000x15_c12_m60_a0.5_s5486].pts,1204.0462601184847,659.1839349269867,0.20106244087219227
rc_ch200_s5417_[kovaleva_1000x15_c12_m60_a0.5_s6472].pts,1236.1711957454681,865.3234114646912,0.03614449501037598
rc_ch200_s5417_[kovaleva_1000x15_c12_m60_a0.5_s6635].pts,1171.6893091201782,757.1032140254974,0.03603482246398926
rc_ch200_s5417_[kovaleva_1000x15_c12_m60_a0.5_s8285].pts,1205.9525589942932,776.795548915863,0.032625675201416016
rc_ch200_s5417_[kovaleva_1000x15_c19_m35_a0.5_s2095].pts,1517.9407887458801,901.8175048828125,0.038985490798950195
rc_ch200_s5417_[kovaleva_1000x15_c19_m35_a0.5_s2895].pts,1572.6298432350159,1276.0521314144135,0.03601241111755371
rc_ch200_s5417_[kovaleva_1000x15_c19_m35_a0.5_s3725].pts,1455.8736083507538,1508.206099748611,0.04152393341064453
rc_ch200_s5417_[kovaleva_1000x15_c19_m35_a0.5_s4252].pts,1613.3341977596283,1349.9170961380005,0.03855133056640625
rc_ch200_s5417_[kovaleva_1000x15_c19_m35_a0.5_s4400].pts,1440.722864151001,1218.8858406543732,0.03962898254394531
rc_ch200_s5417_[kovaleva_1000x15_c19_m35_a0.5_s5388].pts,1373.311791419983,969.8383226394653,0.036847829818725586
rc_ch200_s5417_[kovaleva_1000x15_c19_m35_a0.5_s5486].pts,1887.8080797195435,1050.5000491142273,0.04256582260131836
rc_ch200_s5417_[kovaleva_1000x15_c19_m35_a0.5_s6472].pts,1645.4602727890015,931.3425514698029,0.0434260368347168
rc_ch200_s5417_[kovaleva_1000x15_c19_m35_a0.5_s6635].pts,1373.289223432541,1058.210317850113,0.03788399696350098
rc_ch200_s5417_[kovaleva_1000x15_c19_m35_a0.5_s8285].pts,1545.4972429275513,1216.9106335639954,0.03920102119445801
rc_ch200_s5417_[kovaleva_1000x15_c7_m100_a0.5_s2095].pts,775.4105427265167,396.02538442611694,2.4710242748260502
rc_ch200_s5417_[kovaleva_1000x15_c7_m100_a0.5_s2895].pts,640.1496138572692,280.723920583725,1.026243925094604
rc_ch200_s5417_[kovaleva_1000x15_c7_m100_a0.5_s3725].pts,650.6659600734711,280.5110261440277,0.269078016281128
rc_ch200_s5417_[kovaleva_1000x15_c7_m100_a0.5_s4252].pts,903.2992403507232,628.1787917613982,12.772137880325317
rc_ch200_s5417_[kovaleva_1000x15_c7_m100_a0.5_s4400].pts,733.1999967098236,394.203941822052,0.7964355945587159
rc_ch200_s5417_[kovaleva_1000x15_c7_m100_a0.5_s5388].pts,901.722738981247,956.9658360481262,2.4140641689300537
rc_ch200_s5417_[kovaleva_1000x15_c7_m100_a0.5_s5486].pts,772.5885722637178,376.4583375453949,0.7202844619750977
rc_ch200_s5417_[kovaleva_1000x15_c7_m100_a0.5_s6472].pts,715.7015590667725,345.8242230415344,1.404822587966918
rc_ch200_s5417_[kovaleva_1000x15_c7_m100_a0.5_s6635].pts,702.0521388053894,427.6417465209961,1.0421879291534424
rc_ch200_s5417_[kovaleva_1000x15_c7_m100_a0.5_s8285].pts,836.3468065261841,438.9026062488556,1.0872890949249268
rc_ch200_s8943_[kovaleva_1000x15_c12_m60_a0.5_s2095].pts,988.2071318626404,624.7130711078644,0.030968904495239258
rc_ch200_s8943_[kovaleva_1000x15_c12_m60_a0.5_s2895].pts,1157.3065819740295,715.5198395252228,0.03638291358947754
rc_ch200_s8943_[kovaleva_1000x15_c12_m60_a0.5_s3725].pts,1087.933123588562,845.3161861896515,0.07124781608581546
rc_ch200_s8943_[kovaleva_1000x15_c12_m60_a0.5_s4252].pts,1091.6058132648468,641.46333527565,0.03249955177307129
rc_ch200_s8943_[kovaleva_1000x15_c12_m60_a0.5_s4400].pts,1135.0842702388763,557.5332636833191,0.03685259819030762
rc_ch200_s8943_[kovaleva_1000x15_c12_m60_a0.5_s5388].pts,1177.220784664154,538.0046911239624,0.05417561531066894
rc_ch200_s8943_[kovaleva_1000x15_c12_m60_a0.5_s5486].pts,1202.7546904087067,822.3770616054535,0.08614540100097663
rc_ch200_s8943_[kovaleva_1000x15_c12_m60_a0.5_s6472].pts,1400.1931843757627,684.5358548164368,0.03332185745239258
rc_ch200_s8943_[kovaleva_1000x15_c12_m60_a0.5_s6635].pts,1127.890108346939,655.8946347236633,0.036136627197265625
rc_ch200_s8943_[kovaleva_1000x15_c12_m60_a0.5_s8285].pts,1181.5076773166656,633.0709571838379,0.08201074600219722
rc_ch200_s8943_[kovaleva_1000x15_c19_m35_a0.5_s2095].pts,1495.4026174545288,1102.714364528656,0.03747105598449707
rc_ch200_s8943_[kovaleva_1000x15_c19_m35_a0.5_s2895].pts,1545.4451456069946,1359.1717698574066,0.03497791290283203
rc_ch200_s8943_[kovaleva_1000x15_c19_m35_a0.5_s3725].pts,1564.0403833389282,1070.4541606903076,0.04143238067626953
rc_ch200_s8943_[kovaleva_1000x15_c19_m35_a0.5_s4252].pts,1716.5821678638458,1101.4505903720856,0.038083791732788086
rc_ch200_s8943_[kovaleva_1000x15_c19_m35_a0.5_s4400].pts,1604.8341875076294,1194.8260402679443,0.038214921951293945
rc_ch200_s8943_[kovaleva_1000x15_c19_m35_a0.5_s5388].pts,1551.343729734421,1172.5214087963104,0.03776359558105469
rc_ch200_s8943_[kovaleva_1000x15_c19_m35_a0.5_s5486].pts,1621.8761813640594,991.3868634700775,0.03782510757446289
rc_ch200_s8943_[kovaleva_1000x15_c19_m35_a0.5_s6472].pts,1574.4533071517944,1285.3920545578003,0.040128469467163086
rc_ch200_s8943_[kovaleva_1000x15_c19_m35_a0.5_s6635].pts,1290.5733711719513,898.0331947803497,0.03851628303527832
rc_ch200_s8943_[kovaleva_1000x15_c19_m35_a0.5_s8285].pts,1448.867548942566,1535.5222735404968,0.0368497371673584
rc_ch200_s8943_[kovaleva_1000x15_c7_m100_a0.5_s2095].pts,816.1497616767883,346.10112476348877,2.273407220840454
rc_ch200_s8943_[kovaleva_1000x15_c7_m100_a0.5_s2895].pts,669.2773072719574,329.6420547962189,0.8986408710479735
rc_ch200_s8943_[kovaleva_1000x15_c7_m100_a0.5_s3725].pts,703.3823585510254,342.05805826187134,0.7725927829742435
rc_ch200_s8943_[kovaleva_1000x15_c7_m100_a0.5_s4252].pts,900.9983038902283,640.5407810211182,4.390717744827271
rc_ch200_s8943_[kovaleva_1000x15_c7_m100_a0.5_s4400].pts,1190.9984033107758,408.7891056537628,1.24989652633667
rc_ch200_s8943_[kovaleva_1000x15_c7_m100_a0.5_s5388].pts,847.9609007835388,375.48524284362793,2.261969566345215
rc_ch200_s8943_[kovaleva_1000x15_c7_m100_a0.5_s5486].pts,798.9862055778502,313.36188578605646,1.287394523620606
rc_ch200_s8943_[kovaleva_1000x15_c7_m100_a0.5_s6472].pts,758.638421535492,545.286862373352,1.8125391006469727
rc_ch200_s8943_[kovaleva_1000x15_c7_m100_a0.5_s6635].pts,824.3968887329102,599.4308519363396,1.1097080707550044
rc_ch200_s8943_[kovaleva_1000x15_c7_m100_a0.5_s8285].pts,814.1560206413269,373.2935061454773,1.3418216705322266
